"DISTANCE";"DURATION";"PROVIDER";"ROUTEID";"TIMESTAMP"
14685;729;"Here";1;"2016-03-11 10:05:07"
14677;767;"GoogleMaps";1;"2016-03-11 10:05:07"
14685;707;"Here";1;"2016-03-11 10:10:07"
14677;764;"GoogleMaps";1;"2016-03-11 10:10:07"
14685;715;"Here";1;"2016-03-11 10:15:07"
14677;760;"GoogleMaps";1;"2016-03-11 10:15:07"
14677;761;"GoogleMaps";1;"2016-03-11 10:20:07"
14685;729;"Here";1;"2016-03-11 10:20:07"
14677;809;"GoogleMaps";1;"2016-03-11 10:25:07"
14685;708;"Here";1;"2016-03-11 10:25:07"
14677;807;"GoogleMaps";1;"2016-03-11 10:30:07"
14685;720;"Here";1;"2016-03-11 10:30:07"
14677;779;"GoogleMaps";1;"2016-03-11 10:35:07"
14685;725;"Here";1;"2016-03-11 10:35:07"
14685;713;"Here";1;"2016-03-11 10:40:07"
14677;774;"GoogleMaps";1;"2016-03-11 10:40:07"
14685;723;"Here";1;"2016-03-11 10:45:07"
14677;768;"GoogleMaps";1;"2016-03-11 10:45:07"
14677;741;"GoogleMaps";1;"2016-03-11 10:50:07"
14685;743;"Here";1;"2016-03-11 10:50:07"
14677;743;"GoogleMaps";1;"2016-03-11 10:55:07"
14685;759;"Here";1;"2016-03-11 10:55:07"
14685;720;"Here";1;"2016-03-11 11:00:07"
14677;735;"GoogleMaps";1;"2016-03-11 11:00:07"
14677;735;"GoogleMaps";1;"2016-03-11 11:05:07"
14685;722;"Here";1;"2016-03-11 11:05:07"
14685;705;"Here";1;"2016-03-11 11:10:07"
14677;745;"GoogleMaps";1;"2016-03-11 11:10:07"
14677;741;"GoogleMaps";1;"2016-03-11 11:15:07"
14685;687;"Here";1;"2016-03-11 11:15:07"
14685;690;"Here";1;"2016-03-11 11:20:07"
14677;741;"GoogleMaps";1;"2016-03-11 11:20:07"
14685;717;"Here";1;"2016-03-11 11:25:07"
14677;746;"GoogleMaps";1;"2016-03-11 11:25:07"
14677;742;"GoogleMaps";1;"2016-03-11 11:30:07"
14685;726;"Here";1;"2016-03-11 11:30:07"
14685;707;"Here";1;"2016-03-11 11:35:07"
14677;746;"GoogleMaps";1;"2016-03-11 11:35:07"
14685;737;"Here";1;"2016-03-11 11:40:07"
14677;750;"GoogleMaps";1;"2016-03-11 11:40:07"
14685;748;"Here";1;"2016-03-11 11:45:07"
14677;746;"GoogleMaps";1;"2016-03-11 11:45:07"
14677;748;"GoogleMaps";1;"2016-03-11 11:50:07"
14685;737;"Here";1;"2016-03-11 11:50:07"
14677;759;"GoogleMaps";1;"2016-03-11 11:55:07"
14685;751;"Here";1;"2016-03-11 11:55:07"
14685;716;"Here";1;"2016-03-11 12:00:07"
14677;751;"GoogleMaps";1;"2016-03-11 12:00:07"
14677;748;"GoogleMaps";1;"2016-03-11 12:05:07"
14685;688;"Here";1;"2016-03-11 12:05:07"
14685;710;"Here";1;"2016-03-11 12:10:07"
14677;751;"GoogleMaps";1;"2016-03-11 12:10:07"
14677;748;"GoogleMaps";1;"2016-03-11 12:15:07"
14685;729;"Here";1;"2016-03-11 12:15:07"
14685;706;"Here";1;"2016-03-11 12:20:07"
14677;751;"GoogleMaps";1;"2016-03-11 12:20:07"
14685;733;"Here";1;"2016-03-11 12:25:07"
14677;765;"GoogleMaps";1;"2016-03-11 12:25:07"
14677;767;"GoogleMaps";1;"2016-03-11 12:30:07"
14685;723;"Here";1;"2016-03-11 12:30:07"
14677;748;"GoogleMaps";1;"2016-03-11 12:35:07"
14685;695;"Here";1;"2016-03-11 12:35:07"
14685;716;"Here";1;"2016-03-11 12:40:07"
14677;766;"GoogleMaps";1;"2016-03-11 12:40:07"
14677;760;"GoogleMaps";1;"2016-03-11 12:45:07"
14685;714;"Here";1;"2016-03-11 12:45:07"
14677;753;"GoogleMaps";1;"2016-03-11 12:50:07"
14685;734;"Here";1;"2016-03-11 12:50:07"
14685;726;"Here";1;"2016-03-11 12:55:07"
14677;758;"GoogleMaps";1;"2016-03-11 12:55:07"
14677;767;"GoogleMaps";1;"2016-03-11 13:00:07"
14685;731;"Here";1;"2016-03-11 13:00:07"
14685;689;"Here";1;"2016-03-11 13:05:07"
14677;769;"GoogleMaps";1;"2016-03-11 13:05:07"
14677;772;"GoogleMaps";1;"2016-03-11 13:10:07"
14685;739;"Here";1;"2016-03-11 13:10:07"
14677;765;"GoogleMaps";1;"2016-03-11 13:15:07"
14685;757;"Here";1;"2016-03-11 13:15:07"
14677;767;"GoogleMaps";1;"2016-03-11 13:20:07"
14685;751;"Here";1;"2016-03-11 13:20:07"
14677;759;"GoogleMaps";1;"2016-03-11 13:25:07"
14685;779;"Here";1;"2016-03-11 13:25:07"
14677;760;"GoogleMaps";1;"2016-03-11 13:30:07"
14685;737;"Here";1;"2016-03-11 13:30:07"
14685;723;"Here";1;"2016-03-11 13:35:07"
14677;749;"GoogleMaps";1;"2016-03-11 13:35:07"
14677;748;"GoogleMaps";1;"2016-03-11 13:40:07"
14685;727;"Here";1;"2016-03-11 13:40:07"
14677;754;"GoogleMaps";1;"2016-03-11 13:45:07"
14685;732;"Here";1;"2016-03-11 13:45:07"
14677;759;"GoogleMaps";1;"2016-03-11 13:50:07"
14685;750;"Here";1;"2016-03-11 13:50:07"
14677;756;"GoogleMaps";1;"2016-03-11 13:55:07"
14685;733;"Here";1;"2016-03-11 13:55:07"
14685;717;"Here";1;"2016-03-11 14:00:07"
14677;752;"GoogleMaps";1;"2016-03-11 14:00:07"
14677;753;"GoogleMaps";1;"2016-03-11 14:05:07"
14685;707;"Here";1;"2016-03-11 14:05:07"
14677;752;"GoogleMaps";1;"2016-03-11 14:10:07"
14685;746;"Here";1;"2016-03-11 14:10:07"
14677;756;"GoogleMaps";1;"2016-03-11 14:15:07"
14685;753;"Here";1;"2016-03-11 14:15:07"
14677;746;"GoogleMaps";1;"2016-03-11 14:20:07"
14685;741;"Here";1;"2016-03-11 14:20:07"
14685;764;"Here";1;"2016-03-11 14:25:07"
14677;737;"GoogleMaps";1;"2016-03-11 14:25:07"
14685;736;"Here";1;"2016-03-11 14:30:07"
14677;747;"GoogleMaps";1;"2016-03-11 14:30:07"
14685;712;"Here";1;"2016-03-11 14:35:07"
14677;745;"GoogleMaps";1;"2016-03-11 14:35:07"
14685;727;"Here";1;"2016-03-11 14:40:07"
14677;753;"GoogleMaps";1;"2016-03-11 14:40:07"
14685;745;"Here";1;"2016-03-11 14:45:07"
14677;755;"GoogleMaps";1;"2016-03-11 14:45:07"
14677;753;"GoogleMaps";1;"2016-03-11 14:50:07"
14685;767;"Here";1;"2016-03-11 14:50:07"
14677;760;"GoogleMaps";1;"2016-03-11 14:55:07"
14685;750;"Here";1;"2016-03-11 14:55:07"
14677;767;"GoogleMaps";1;"2016-03-11 15:00:07"
14685;759;"Here";1;"2016-03-11 15:00:07"
14685;757;"Here";1;"2016-03-11 15:05:07"
14677;770;"GoogleMaps";1;"2016-03-11 15:05:07"
14677;770;"GoogleMaps";1;"2016-03-11 15:10:07"
14685;759;"Here";1;"2016-03-11 15:10:07"
14677;768;"GoogleMaps";1;"2016-03-11 15:15:07"
14685;784;"Here";1;"2016-03-11 15:15:07"
14685;727;"Here";1;"2016-03-11 15:20:07"
14677;758;"GoogleMaps";1;"2016-03-11 15:20:07"
14685;747;"Here";1;"2016-03-11 15:25:07"
14677;756;"GoogleMaps";1;"2016-03-11 15:25:07"
14685;740;"Here";1;"2016-03-11 15:30:07"
14677;774;"GoogleMaps";1;"2016-03-11 15:30:07"
14677;771;"GoogleMaps";1;"2016-03-11 15:35:07"
14685;723;"Here";1;"2016-03-11 15:35:07"
14685;741;"Here";1;"2016-03-11 15:40:07"
14677;772;"GoogleMaps";1;"2016-03-11 15:40:07"
14685;773;"Here";1;"2016-03-11 15:45:07"
14677;775;"GoogleMaps";1;"2016-03-11 15:45:07"
14677;779;"GoogleMaps";1;"2016-03-11 15:50:07"
14685;787;"Here";1;"2016-03-11 15:50:07"
14685;781;"Here";1;"2016-03-11 15:55:07"
14677;769;"GoogleMaps";1;"2016-03-11 15:55:07"
14685;801;"Here";1;"2016-03-11 16:00:07"
14677;789;"GoogleMaps";1;"2016-03-11 16:00:07"
14677;807;"GoogleMaps";1;"2016-03-11 16:05:07"
14685;818;"Here";1;"2016-03-11 16:05:07"
14677;794;"GoogleMaps";1;"2016-03-11 16:10:07"
14685;805;"Here";1;"2016-03-11 16:10:07"
14677;797;"GoogleMaps";1;"2016-03-11 16:15:07"
14685;791;"Here";1;"2016-03-11 16:15:07"
14685;797;"Here";1;"2016-03-11 16:20:07"
14677;796;"GoogleMaps";1;"2016-03-11 16:20:07"
14677;801;"GoogleMaps";1;"2016-03-11 16:25:07"
14685;802;"Here";1;"2016-03-11 16:25:07"
14677;808;"GoogleMaps";1;"2016-03-11 16:30:07"
14685;823;"Here";1;"2016-03-11 16:30:07"
14677;813;"GoogleMaps";1;"2016-03-11 16:35:07"
14685;807;"Here";1;"2016-03-11 16:35:07"
14677;813;"GoogleMaps";1;"2016-03-11 16:40:07"
14685;758;"Here";1;"2016-03-11 16:40:07"
14677;803;"GoogleMaps";1;"2016-03-11 16:45:07"
14685;763;"Here";1;"2016-03-11 16:45:07"
14677;807;"GoogleMaps";1;"2016-03-11 16:50:07"
14685;734;"Here";1;"2016-03-11 16:50:07"
14685;740;"Here";1;"2016-03-11 16:55:07"
14677;809;"GoogleMaps";1;"2016-03-11 16:55:07"
14677;767;"GoogleMaps";1;"2016-03-11 17:00:07"
14685;731;"Here";1;"2016-03-11 17:00:07"
14677;764;"GoogleMaps";1;"2016-03-11 17:05:07"
14685;736;"Here";1;"2016-03-11 17:05:07"
14677;759;"GoogleMaps";1;"2016-03-11 17:10:07"
14685;751;"Here";1;"2016-03-11 17:10:07"
14677;771;"GoogleMaps";1;"2016-03-11 17:15:07"
14685;754;"Here";1;"2016-03-11 17:15:07"
14677;777;"GoogleMaps";1;"2016-03-11 17:20:07"
14685;771;"Here";1;"2016-03-11 17:20:07"
14685;804;"Here";1;"2016-03-11 17:25:07"
14677;773;"GoogleMaps";1;"2016-03-11 17:25:07"
14685;818;"Here";1;"2016-03-11 17:30:07"
14677;761;"GoogleMaps";1;"2016-03-11 17:30:07"
14685;811;"Here";1;"2016-03-11 17:35:07"
14677;751;"GoogleMaps";1;"2016-03-11 17:35:07"
14677;749;"GoogleMaps";1;"2016-03-11 17:40:07"
14685;770;"Here";1;"2016-03-11 17:40:07"
14677;745;"GoogleMaps";1;"2016-03-11 17:45:07"
14685;750;"Here";1;"2016-03-11 17:45:07"
14685;753;"Here";1;"2016-03-11 17:50:07"
14677;738;"GoogleMaps";1;"2016-03-11 17:50:07"
14685;752;"Here";1;"2016-03-11 17:55:07"
14677;728;"GoogleMaps";1;"2016-03-11 17:55:07"
14677;722;"GoogleMaps";1;"2016-03-11 18:00:07"
14685;731;"Here";1;"2016-03-11 18:00:07"
14685;716;"Here";1;"2016-03-11 18:05:07"
14677;737;"GoogleMaps";1;"2016-03-11 18:05:07"
14685;703;"Here";1;"2016-03-11 18:10:07"
14677;717;"GoogleMaps";1;"2016-03-11 18:10:07"
14685;702;"Here";1;"2016-03-11 18:15:07"
14677;720;"GoogleMaps";1;"2016-03-11 18:15:07"
14677;725;"GoogleMaps";1;"2016-03-11 18:20:07"
14685;700;"Here";1;"2016-03-11 18:20:07"
14677;723;"GoogleMaps";1;"2016-03-11 18:25:07"
14685;731;"Here";1;"2016-03-11 18:25:07"
14677;742;"GoogleMaps";1;"2016-03-11 18:30:07"
14685;732;"Here";1;"2016-03-11 18:30:07"
14677;738;"GoogleMaps";1;"2016-03-11 18:35:07"
14685;733;"Here";1;"2016-03-11 18:35:07"
14677;741;"GoogleMaps";1;"2016-03-11 18:40:07"
14685;733;"Here";1;"2016-03-11 18:40:07"
14677;743;"GoogleMaps";1;"2016-03-11 18:45:07"
14685;716;"Here";1;"2016-03-11 18:45:07"
14677;737;"GoogleMaps";1;"2016-03-11 18:50:07"
14685;709;"Here";1;"2016-03-11 18:50:07"
14685;747;"Here";1;"2016-03-11 18:55:07"
14677;731;"GoogleMaps";1;"2016-03-11 18:55:07"
14685;732;"Here";1;"2016-03-11 19:00:07"
14677;722;"GoogleMaps";1;"2016-03-11 19:00:07"
14677;731;"GoogleMaps";1;"2016-03-11 19:05:07"
14685;719;"Here";1;"2016-03-11 19:05:07"
14685;717;"Here";1;"2016-03-11 19:10:07"
14677;727;"GoogleMaps";1;"2016-03-11 19:10:07"
14685;765;"Here";1;"2016-03-11 19:15:07"
14677;727;"GoogleMaps";1;"2016-03-11 19:15:07"
14677;726;"GoogleMaps";1;"2016-03-11 19:20:07"
14685;757;"Here";1;"2016-03-11 19:20:07"
14685;730;"Here";1;"2016-03-11 19:25:07"
14677;725;"GoogleMaps";1;"2016-03-11 19:25:07"
14677;727;"GoogleMaps";1;"2016-03-11 19:30:07"
14685;718;"Here";1;"2016-03-11 19:30:07"
14685;726;"Here";1;"2016-03-11 19:35:07"
14677;725;"GoogleMaps";1;"2016-03-11 19:35:07"
14685;703;"Here";1;"2016-03-11 19:40:07"
14677;719;"GoogleMaps";1;"2016-03-11 19:40:07"
14677;710;"GoogleMaps";1;"2016-03-11 19:45:07"
14685;695;"Here";1;"2016-03-11 19:45:07"
14685;693;"Here";1;"2016-03-11 19:50:07"
14677;706;"GoogleMaps";1;"2016-03-11 19:50:07"
14685;688;"Here";1;"2016-03-11 19:55:07"
14677;694;"GoogleMaps";1;"2016-03-11 19:55:07"
14685;687;"Here";1;"2016-03-11 20:00:07"
14677;710;"GoogleMaps";1;"2016-03-11 20:00:07"
14685;706;"Here";1;"2016-03-11 20:05:07"
14677;711;"GoogleMaps";1;"2016-03-11 20:05:07"
14685;744;"Here";1;"2016-03-11 20:10:07"
14677;696;"GoogleMaps";1;"2016-03-11 20:10:07"
14685;744;"Here";1;"2016-03-11 20:15:07"
14677;698;"GoogleMaps";1;"2016-03-11 20:15:07"
14677;698;"GoogleMaps";1;"2016-03-11 20:20:07"
14685;716;"Here";1;"2016-03-11 20:20:07"
14677;704;"GoogleMaps";1;"2016-03-11 20:45:07"
14685;702;"Here";1;"2016-03-11 20:45:07"
14685;710;"Here";1;"2016-03-11 20:50:07"
14677;697;"GoogleMaps";1;"2016-03-11 20:50:07"
14677;691;"GoogleMaps";1;"2016-03-11 20:55:07"
14685;695;"Here";1;"2016-03-11 20:55:07"
14685;698;"Here";1;"2016-03-11 21:00:07"
14677;689;"GoogleMaps";1;"2016-03-11 21:00:07"
14677;690;"GoogleMaps";1;"2016-03-11 21:05:07"
14685;705;"Here";1;"2016-03-11 21:05:07"
14677;694;"GoogleMaps";1;"2016-03-11 21:10:07"
14685;694;"Here";1;"2016-03-11 21:10:07"
14677;692;"GoogleMaps";1;"2016-03-11 21:15:07"
14685;688;"Here";1;"2016-03-11 21:15:07"
14677;692;"GoogleMaps";1;"2016-03-11 21:20:07"
14685;710;"Here";1;"2016-03-11 21:20:07"
14677;691;"GoogleMaps";1;"2016-03-11 21:25:07"
14685;723;"Here";1;"2016-03-11 21:25:07"
14677;682;"GoogleMaps";1;"2016-03-11 21:30:07"
14685;713;"Here";1;"2016-03-11 21:30:07"
14685;694;"Here";1;"2016-03-11 21:35:07"
14677;683;"GoogleMaps";1;"2016-03-11 21:35:07"
14677;685;"GoogleMaps";1;"2016-03-11 21:40:07"
14685;693;"Here";1;"2016-03-11 21:40:07"
14685;700;"Here";1;"2016-03-11 21:45:07"
14677;679;"GoogleMaps";1;"2016-03-11 21:45:07"
14677;681;"GoogleMaps";1;"2016-03-11 21:50:07"
14685;705;"Here";1;"2016-03-11 21:50:07"
14677;686;"GoogleMaps";1;"2016-03-11 21:55:07"
14685;691;"Here";1;"2016-03-11 21:55:07"
14685;700;"Here";1;"2016-03-11 22:00:07"
14677;704;"GoogleMaps";1;"2016-03-11 22:00:07"
14685;701;"Here";1;"2016-03-11 22:05:07"
14677;702;"GoogleMaps";1;"2016-03-11 22:05:07"
14685;700;"Here";1;"2016-03-11 22:10:07"
14677;701;"GoogleMaps";1;"2016-03-11 22:10:07"
14677;703;"GoogleMaps";1;"2016-03-11 22:15:07"
14685;689;"Here";1;"2016-03-11 22:15:07"
14685;694;"Here";1;"2016-03-11 22:20:07"
14677;698;"GoogleMaps";1;"2016-03-11 22:20:07"
14685;715;"Here";1;"2016-03-11 22:25:07"
14677;703;"GoogleMaps";1;"2016-03-11 22:25:07"
14677;696;"GoogleMaps";1;"2016-03-11 22:30:07"
14685;688;"Here";1;"2016-03-11 22:30:07"
14685;695;"Here";1;"2016-03-11 22:35:07"
14677;694;"GoogleMaps";1;"2016-03-11 22:35:07"
14677;692;"GoogleMaps";1;"2016-03-11 22:40:07"
14685;699;"Here";1;"2016-03-11 22:40:07"
14677;703;"GoogleMaps";1;"2016-03-11 22:45:07"
14685;705;"Here";1;"2016-03-11 22:45:07"
14685;700;"Here";1;"2016-03-11 22:50:07"
14677;701;"GoogleMaps";1;"2016-03-11 22:50:07"
14677;705;"GoogleMaps";1;"2016-03-11 22:55:07"
14685;695;"Here";1;"2016-03-11 22:55:07"
14677;703;"GoogleMaps";1;"2016-03-11 23:00:09"
14685;674;"Here";1;"2016-03-11 23:00:07"
14685;674;"Here";1;"2016-03-11 23:00:09"
14677;703;"GoogleMaps";1;"2016-03-11 23:00:07"
14685;660;"Here";1;"2016-03-12 05:00:07"
14677;721;"GoogleMaps";1;"2016-03-12 05:00:07"
14685;660;"Here";1;"2016-03-12 05:05:07"
14677;715;"GoogleMaps";1;"2016-03-12 05:05:07"
14685;668;"Here";1;"2016-03-12 05:10:07"
14677;709;"GoogleMaps";1;"2016-03-12 05:10:07"
14677;699;"GoogleMaps";1;"2016-03-12 05:15:07"
14685;670;"Here";1;"2016-03-12 05:15:07"
14685;678;"Here";1;"2016-03-12 05:20:07"
14677;707;"GoogleMaps";1;"2016-03-12 05:20:07"
14685;677;"Here";1;"2016-03-12 05:25:07"
14677;707;"GoogleMaps";1;"2016-03-12 05:25:07"
14677;707;"GoogleMaps";1;"2016-03-12 05:30:07"
14685;684;"Here";1;"2016-03-12 05:30:07"
14677;688;"GoogleMaps";1;"2016-03-12 05:35:07"
14685;677;"Here";1;"2016-03-12 05:35:07"
14677;678;"GoogleMaps";1;"2016-03-12 05:40:07"
14685;684;"Here";1;"2016-03-12 05:40:07"
14685;683;"Here";1;"2016-03-12 05:45:07"
14677;675;"GoogleMaps";1;"2016-03-12 05:45:07"
14677;677;"GoogleMaps";1;"2016-03-12 05:50:07"
14685;682;"Here";1;"2016-03-12 05:50:07"
14685;672;"Here";1;"2016-03-12 05:55:07"
14677;677;"GoogleMaps";1;"2016-03-12 05:55:07"
14677;677;"GoogleMaps";1;"2016-03-12 06:00:07"
14685;691;"Here";1;"2016-03-12 06:00:07"
14685;690;"Here";1;"2016-03-12 06:05:07"
14677;689;"GoogleMaps";1;"2016-03-12 06:05:07"
14685;698;"Here";1;"2016-03-12 06:10:07"
14677;699;"GoogleMaps";1;"2016-03-12 06:10:07"
14677;701;"GoogleMaps";1;"2016-03-12 06:15:07"
14685;691;"Here";1;"2016-03-12 06:15:07"
14685;690;"Here";1;"2016-03-12 06:20:07"
14677;696;"GoogleMaps";1;"2016-03-12 06:20:07"
14677;696;"GoogleMaps";1;"2016-03-12 06:25:07"
14685;721;"Here";1;"2016-03-12 06:25:07"
14685;740;"Here";1;"2016-03-12 06:30:07"
14677;696;"GoogleMaps";1;"2016-03-12 06:30:07"
14685;716;"Here";1;"2016-03-12 06:35:07"
14677;702;"GoogleMaps";1;"2016-03-12 06:35:07"
14685;702;"Here";1;"2016-03-12 06:40:07"
14677;689;"GoogleMaps";1;"2016-03-12 06:40:07"
14685;694;"Here";1;"2016-03-12 06:45:07"
14677;698;"GoogleMaps";1;"2016-03-12 06:45:07"
14677;696;"GoogleMaps";1;"2016-03-12 06:50:07"
14685;680;"Here";1;"2016-03-12 06:50:07"
14677;699;"GoogleMaps";1;"2016-03-12 06:55:07"
14685;698;"Here";1;"2016-03-12 06:55:07"
14685;702;"Here";1;"2016-03-12 07:00:07"
14677;700;"GoogleMaps";1;"2016-03-12 07:00:07"
14685;684;"Here";1;"2016-03-12 07:05:07"
14677;704;"GoogleMaps";1;"2016-03-12 07:05:07"
14685;693;"Here";1;"2016-03-12 07:10:07"
14677;705;"GoogleMaps";1;"2016-03-12 07:10:07"
14677;685;"GoogleMaps";1;"2016-03-12 07:15:07"
14685;696;"Here";1;"2016-03-12 07:15:07"
14677;686;"GoogleMaps";1;"2016-03-12 07:20:07"
14685;695;"Here";1;"2016-03-12 07:20:07"
14685;697;"Here";1;"2016-03-12 07:25:07"
14677;685;"GoogleMaps";1;"2016-03-12 07:25:07"
14685;703;"Here";1;"2016-03-12 07:30:07"
14677;682;"GoogleMaps";1;"2016-03-12 07:30:07"
14685;694;"Here";1;"2016-03-12 07:35:07"
14677;680;"GoogleMaps";1;"2016-03-12 07:35:07"
14685;692;"Here";1;"2016-03-12 07:40:07"
14677;676;"GoogleMaps";1;"2016-03-12 07:40:07"
14685;681;"Here";1;"2016-03-12 07:45:07"
14677;668;"GoogleMaps";1;"2016-03-12 07:45:07"
14685;681;"Here";1;"2016-03-12 07:50:07"
14677;669;"GoogleMaps";1;"2016-03-12 07:50:07"
14685;699;"Here";1;"2016-03-12 07:55:07"
14677;672;"GoogleMaps";1;"2016-03-12 07:55:07"
14685;699;"Here";1;"2016-03-12 08:00:07"
14677;672;"GoogleMaps";1;"2016-03-12 08:00:07"
14685;709;"Here";1;"2016-03-12 08:05:07"
14677;673;"GoogleMaps";1;"2016-03-12 08:05:07"
14677;686;"GoogleMaps";1;"2016-03-12 08:10:07"
14685;696;"Here";1;"2016-03-12 08:10:07"
14685;734;"Here";1;"2016-03-12 08:15:07"
14677;685;"GoogleMaps";1;"2016-03-12 08:15:07"
14677;700;"GoogleMaps";1;"2016-03-12 08:20:07"
14685;697;"Here";1;"2016-03-12 08:20:07"
14677;691;"GoogleMaps";1;"2016-03-12 08:25:07"
14685;704;"Here";1;"2016-03-12 08:25:07"
14677;686;"GoogleMaps";1;"2016-03-12 08:30:07"
14685;714;"Here";1;"2016-03-12 08:30:07"
14677;688;"GoogleMaps";1;"2016-03-12 08:35:07"
14685;689;"Here";1;"2016-03-12 08:35:07"
14685;670;"Here";1;"2016-03-12 08:40:07"
14677;695;"GoogleMaps";1;"2016-03-12 08:40:07"
14685;694;"Here";1;"2016-03-12 08:45:07"
14677;699;"GoogleMaps";1;"2016-03-12 08:45:07"
14677;699;"GoogleMaps";1;"2016-03-12 08:50:07"
14685;711;"Here";1;"2016-03-12 08:50:07"
14677;693;"GoogleMaps";1;"2016-03-12 08:55:07"
14685;736;"Here";1;"2016-03-12 08:55:07"
14685;743;"Here";1;"2016-03-12 09:00:07"
14677;700;"GoogleMaps";1;"2016-03-12 09:00:07"
14685;704;"Here";1;"2016-03-12 09:05:07"
14677;723;"GoogleMaps";1;"2016-03-12 09:05:07"
14685;689;"Here";1;"2016-03-12 09:10:07"
14677;708;"GoogleMaps";1;"2016-03-12 09:10:07"
14685;704;"Here";1;"2016-03-12 09:15:07"
14677;702;"GoogleMaps";1;"2016-03-12 09:15:07"
14685;702;"Here";1;"2016-03-12 09:20:07"
14677;704;"GoogleMaps";1;"2016-03-12 09:20:07"
14685;727;"Here";1;"2016-03-12 09:25:07"
14677;701;"GoogleMaps";1;"2016-03-12 09:25:07"
14677;695;"GoogleMaps";1;"2016-03-12 09:30:07"
14685;721;"Here";1;"2016-03-12 09:30:07"
14677;704;"GoogleMaps";1;"2016-03-12 09:35:07"
14685;714;"Here";1;"2016-03-12 09:35:07"
14677;728;"GoogleMaps";1;"2016-03-12 09:40:07"
14685;781;"Here";1;"2016-03-12 09:40:07"
14677;724;"GoogleMaps";1;"2016-03-12 09:45:07"
14685;760;"Here";1;"2016-03-12 09:45:07"
14685;755;"Here";1;"2016-03-12 09:50:07"
14677;722;"GoogleMaps";1;"2016-03-12 09:50:07"
14685;756;"Here";1;"2016-03-12 09:55:07"
14677;717;"GoogleMaps";1;"2016-03-12 09:55:07"
14685;722;"Here";1;"2016-03-12 10:00:07"
14677;718;"GoogleMaps";1;"2016-03-12 10:00:07"
14685;686;"Here";1;"2016-03-12 10:05:07"
14677;719;"GoogleMaps";1;"2016-03-12 10:05:07"
14685;692;"Here";1;"2016-03-12 10:10:07"
14677;725;"GoogleMaps";1;"2016-03-12 10:10:07"
14677;728;"GoogleMaps";1;"2016-03-12 10:15:07"
14685;697;"Here";1;"2016-03-12 10:15:07"
14685;698;"Here";1;"2016-03-12 10:20:07"
14677;729;"GoogleMaps";1;"2016-03-12 10:20:07"
14685;694;"Here";1;"2016-03-12 10:25:07"
14677;727;"GoogleMaps";1;"2016-03-12 10:25:07"
14677;729;"GoogleMaps";1;"2016-03-12 10:30:07"
14685;681;"Here";1;"2016-03-12 10:30:07"
14685;683;"Here";1;"2016-03-12 10:35:07"
14677;728;"GoogleMaps";1;"2016-03-12 10:35:07"
14685;671;"Here";1;"2016-03-12 10:40:07"
14677;734;"GoogleMaps";1;"2016-03-12 10:40:07"
14677;734;"GoogleMaps";1;"2016-03-12 10:45:07"
14685;681;"Here";1;"2016-03-12 10:45:07"
14677;736;"GoogleMaps";1;"2016-03-12 10:50:07"
14685;708;"Here";1;"2016-03-12 10:50:07"
14685;703;"Here";1;"2016-03-12 10:55:07"
14677;737;"GoogleMaps";1;"2016-03-12 10:55:07"
14685;708;"Here";1;"2016-03-12 11:00:07"
14677;736;"GoogleMaps";1;"2016-03-12 11:00:07"
14677;731;"GoogleMaps";1;"2016-03-12 11:05:07"
14685;681;"Here";1;"2016-03-12 11:05:07"
14677;719;"GoogleMaps";1;"2016-03-12 11:10:07"
14685;725;"Here";1;"2016-03-12 11:10:07"
14685;725;"Here";1;"2016-03-12 11:15:07"
14677;719;"GoogleMaps";1;"2016-03-12 11:15:07"
14677;736;"GoogleMaps";1;"2016-03-12 11:20:07"
14677;722;"GoogleMaps";1;"2016-03-12 11:27:07"
14685;697;"Here";1;"2016-03-12 11:27:07"
14677;723;"GoogleMaps";1;"2016-03-12 11:32:07"
14685;712;"Here";1;"2016-03-12 11:32:07"
14677;727;"GoogleMaps";1;"2016-03-12 11:37:07"
14685;723;"Here";1;"2016-03-12 11:37:07"
14677;726;"GoogleMaps";1;"2016-03-12 11:42:07"
14685;715;"Here";1;"2016-03-12 11:42:07"
14685;688;"Here";1;"2016-03-12 11:47:07"
14677;714;"GoogleMaps";1;"2016-03-12 11:47:07"
14685;702;"Here";1;"2016-03-12 11:52:07"
14677;716;"GoogleMaps";1;"2016-03-12 11:52:07"
14685;700;"Here";1;"2016-03-12 11:57:07"
14677;732;"GoogleMaps";1;"2016-03-12 11:57:07"
14685;692;"Here";1;"2016-03-12 12:02:07"
14677;727;"GoogleMaps";1;"2016-03-12 12:02:07"
14685;702;"Here";1;"2016-03-12 12:07:07"
14677;726;"GoogleMaps";1;"2016-03-12 12:07:07"
14677;713;"GoogleMaps";1;"2016-03-12 12:12:07"
14685;694;"Here";1;"2016-03-12 12:12:07"
14685;705;"Here";1;"2016-03-12 12:17:07"
14677;716;"GoogleMaps";1;"2016-03-12 12:17:07"
14677;728;"GoogleMaps";1;"2016-03-12 12:22:07"
14685;702;"Here";1;"2016-03-12 12:22:07"
14677;755;"GoogleMaps";1;"2016-03-12 12:27:07"
14685;701;"Here";1;"2016-03-12 12:27:07"
14685;698;"Here";1;"2016-03-12 12:32:07"
14677;717;"GoogleMaps";1;"2016-03-12 12:32:07"
14685;665;"Here";1;"2016-03-12 12:37:07"
14677;705;"GoogleMaps";1;"2016-03-12 12:37:07"
